step,timestamp_s,episode,motor1_cmd,motor2_cmd,motor3_cmd,motor4_cmd,motor5_cmd,motor6_cmd,motor7_cmd,motor8_cmd,motor9_cmd,motor1_read,motor2_read,motor3_read,motor4_read,motor5_read,motor6_read,motor7_read,motor8_read,motor9_read,base_pos_x,base_pos_y,base_pos_z,base_ori_x,base_ori_y,base_ori_z,base_ori_w,module1_pos_x,module1_pos_y,module1_pos_z,module1_ori_x,module1_ori_y,module1_ori_z,module1_ori_w,module2_pos_x,module2_pos_y,module2_pos_z,module2_ori_x,module2_ori_y,module2_ori_z,module2_ori_w,module3_pos_x,module3_pos_y,module3_pos_z,module3_ori_x,module3_ori_y,module3_ori_z,module3_ori_w,optitrack_sync_ok,optitrack_max_age_ms
3115,3190.614,0,-932,1081,255,818,-3865,1980,798,217,-2531,-937,1072,209,474,-3867,1909,762,163,-2530,-1.127595186,-0.301329911,0.082139060,0.000857447,-0.000111039,-0.000760420,0.999999404,-1.117196083,-0.300500423,0.270554125,-0.025406161,0.050997362,0.002314822,0.998372912,-1.120483994,-0.311781496,0.481363744,0.011230709,0.019145887,0.002117616,0.999751389,-1.117991805,-0.318145186,0.698239565,-0.029811766,0.019833829,0.001067451,0.999358237,1,5.164
3116,3191.638,0,-1240,1417,227,422,-3433,1944,880,315,-2711,-1237,1345,208,473,-3600,1918,823,261,-2712,-1.127632976,-0.301362246,0.082123123,0.001191656,-0.000225711,-0.000672402,0.999999046,-1.129446626,-0.303417981,0.270821840,-0.013414791,0.000222361,-0.000386178,0.999909997,-1.153344035,-0.316464007,0.479505479,0.008602850,-0.028644495,-0.001093803,0.999552071,-1.168293357,-0.326753855,0.696095943,-0.012167106,-0.017023094,-0.001511475,0.999779999,1,12.916
3117,3192.662,0,-904,1147,161,854,-3781,1860,917,180,-2613,-1009,1155,148,473,-3645,1865,855,186,-2667,-1.127603889,-0.301338077,0.082119152,0.000774140,-0.000048972,-0.000805545,0.999999404,-1.120137811,-0.302673757,0.270735919,-0.016081685,0.038532756,0.001361159,0.999127090,-1.128299713,-0.313851982,0.480880022,0.001763094,0.009835935,0.000768742,0.999949813,-1.128535867,-0.320781797,0.698009789,-0.016381092,0.017094648,0.000333216,0.999719679,1,11.721
3118,3193.686,0,-635,1160,-121,1200,-3764,1497,725,292,-2533,-734,1151,-124,473,-3771,1541,730,242,-2595,-1.127596021,-0.301396638,0.082145639,0.000705432,-0.000076345,-0.000642179,0.999999523,-1.111516118,-0.310619146,0.269937992,0.020021304,0.080414116,0.006272534,0.996540725,-1.102888107,-0.338428795,0.478834361,0.043832969,0.049810313,0.001914175,0.997794509,-1.085899353,-0.361010075,0.693863750,0.010175501,0.055241227,0.004073811,0.998412967,1,11.294
3119,3194.710,0,-634,1494,-456,1201,-3334,1066,593,232,-2341,-709,1420,-450,473,-3487,1126,597,238,-2425,-1.127632141,-0.301503032,0.082114153,0.001028372,0.000340724,-0.000437417,0.999999404,-1.112865686,-0.322633773,0.268395603,0.074032940,0.074115671,0.004621421,0.994487107,-1.099964619,-0.371072531,0.473622382,0.085794076,0.076420680,0.005416201,0.993363023,-1.070104599,-0.406874031,0.685203135,0.028589612,0.086684175,0.010992028,0.995764852,1,7.979
3120,3195.734,0,-298,1409,-707,1633,-3443,743,440,404,-2360,-423,1405,-708,473,-3443,755,443,343,-2423,-1.127552867,-0.301554114,0.082156204,0.001528077,-0.000037701,-0.000409700,0.999998808,-1.104005218,-0.330465466,0.266292691,0.114574030,0.114501253,0.006549336,0.986772239,-1.069973469,-0.393275410,0.464510024,0.119301021,0.133252501,0.006210928,0.983855963,-1.012236595,-0.442730993,0.667591631,0.058907460,0.159787565,0.023793306,0.985104978,1,17.163
3121,3196.757,0,-269,1212,-539,1671,-3697,959,632,237,-2385,-381,1218,-555,475,-3691,907,590,244,-2423,-1.127510309,-0.301435292,0.082134224,0.001155292,0.000325110,-0.000612739,0.999999166,-1.100799203,-0.323838919,0.266946405,0.085796051,0.129373893,0.007977311,0.987845004,-1.062784672,-0.380356759,0.466894090,0.113914445,0.138306871,0.004400757,0.983806610,-1.004454613,-0.428493410,0.669908464,0.056368262,0.158147663,0.019203691,0.985618174,1,7.720
3122,3197.781,0,-18,1297,-875,1994,-3588,527,533,398,-2447,-129,1257,-863,475,-3612,622,538,338,-2448,-1.127511263,-0.301548570,0.082152687,0.001505190,0.000235819,-0.000470330,0.999998808,-1.093632817,-0.332802266,0.263813496,0.126394004,0.158343107,0.006444767,0.979239821,-1.040168524,-0.406039685,0.455162406,0.155911833,0.175656214,0.004192878,0.972017944,-0.965905130,-0.469324768,0.647867322,0.093581036,0.195457250,0.027323453,0.975854814,1,14.768
3123,3198.805,0,-215,1159,-540,1740,-3766,959,561,510,-2587,-218,1159,-586,475,-3762,711,546,434,-2587,-1.127476931,-0.301498562,0.082171634,0.001937300,0.000474791,-0.000677361,0.999997854,-1.095677018,-0.325074613,0.265911251,0.093542509,0.150727153,0.005331998,0.984125376,-1.044846296,-0.388857007,0.461339742,0.146228090,0.172220513,0.003516780,0.974138200,-0.970039785,-0.451099008,0.654295444,0.097765207,0.201989412,0.023212204,0.974219441,1,13.596
3124,3199.829,0,-388,1495,-703,1517,-3334,750,452,514,-2482,-390,1405,-706,475,-3487,762,456,434,-2534,-1.127554536,-0.301593453,0.082157746,0.002041765,0.000321084,-0.000437408,0.999997854,-1.102850914,-0.331536800,0.266240776,0.121433951,0.122759186,0.007312123,0.984952033,-1.062521338,-0.400177568,0.461724043,0.147168219,0.150525317,0.007537747,0.977561653,-0.994137585,-0.461526901,0.657514393,0.094172433,0.188071340,0.028527383,0.977213860,1,13.036
3125,3200.853,0,-687,1831,-740,1134,-2902,701,324,618,-2458,-686,1748,-741,474,-3091,707,326,522,-2513,-1.127630234,-0.301613748,0.082151815,0.001960885,0.000996582,-0.000379110,0.999997497,-1.115129709,-0.336301804,0.265832543,0.138801336,0.066020593,0.003215970,0.988111973,-1.092220306,-0.407651603,0.462996274,0.135398656,0.126357168,0.015713774,0.982575297,-1.031589031,-0.463675529,0.663047791,0.079570934,0.174110115,0.035311382,0.980870664,1,20.126
3126,3201.877,0,-741,1676,-531,1064,-3101,970,398,426,-2340,-742,1671,-555,474,-3103,862,387,436,-2418,-1.127606988,-0.301509202,0.082136899,0.001976837,0.000693274,-0.000718965,0.999997616,-1.116523147,-0.330128521,0.267063171,0.111717328,0.059508897,0.004169098,0.991947830,-1.095789194,-0.390758842,0.467989445,0.104964495,0.121966302,0.012612493,0.986887872,-1.038138628,-0.433351725,0.672192752,0.043561853,0.165803432,0.030903930,0.984711409,1,10.433
3127,3202.901,0,-581,1346,-361,1270,-3525,1188,343,618,-2477,-671,1357,-385,474,-3446,1132,346,522,-2477,-1.127590299,-0.301459968,0.082155153,0.001512019,0.000122384,-0.000618316,0.999998689,-1.111042500,-0.321280658,0.268416017,0.069414400,0.081477158,0.005347494,0.994240761,-1.088230014,-0.368535638,0.473074764,0.083045475,0.110761099,0.005856941,0.990354061,-1.035409212,-0.400858819,0.680505037,0.015822168,0.157087147,0.022344474,0.987205148,1,9.071
3128,3203.925,0,-488,1589,-697,1389,-3212,756,306,638,-2460,-573,1530,-689,474,-3372,853,308,536,-2477,-1.127632737,-0.301581234,0.082128108,0.001603005,0.000703979,-0.000573892,0.999998331,-1.109364867,-0.331426859,0.266490549,0.115689076,0.089373253,0.004625895,0.989245713,-1.083129644,-0.396098047,0.465714335,0.122193046,0.121710926,0.009670199,0.984967887,-1.025354028,-0.445138365,0.668458819,0.057658482,0.169715941,0.028307466,0.983397543,1,8.284
3129,3204.949,0,-523,1377,-450,1344,-3485,1074,114,644,-2274,-573,1374,-475,474,-3418,896,116,546,-2358,-1.127547383,-0.301521719,0.082165711,0.001977588,0.000273125,-0.000456263,0.999997973,-1.108273149,-0.324475348,0.267713010,0.085049555,0.095981210,0.007428803,0.991715252,-1.077936292,-0.377897799,0.469689518,0.098422624,0.131098330,0.008174348,0.986437798,-1.014890909,-0.413372457,0.673523068,0.016947307,0.183787182,0.028739458,0.982399702,1,7.204
3130,3205.973,0,-554,1713,-755,1304,-3053,682,155,479,-2150,-573,1626,-753,474,-3332,883,157,489,-2257,-1.127589345,-0.301580161,0.082140177,0.001843215,0.000176526,-0.000586317,0.999998093,-1.110320687,-0.334936798,0.265740722,0.131733850,0.084369794,0.003307430,0.987682641,-1.084952354,-0.405468673,0.463112772,0.135662720,0.121893018,0.011115898,0.983165383,-1.026083708,-0.453419954,0.665254653,0.042214081,0.174890921,0.034352005,0.983082414,1,14.312
3131,3206.997,0,-504,1389,-481,1369,-3470,1034,239,587,-2342,-573,1408,-508,474,-3291,865,227,523,-2342,-1.127562642,-0.301483393,0.082151763,0.001823782,0.000344914,-0.000502563,0.999998212,-1.108639479,-0.325339615,0.267574549,0.090592049,0.095349513,0.007736169,0.991282821,-1.076752067,-0.379686892,0.468886822,0.096914791,0.139228851,0.009907980,0.985456645,-1.010150433,-0.413479954,0.671789408,0.010011304,0.190202862,0.032443032,0.981157601,1,5.147
3132,3208.021,0,-494,1715,-817,1381,-3050,602,197,552,-2265,-563,1604,-805,474,-3323,858,199,522,-2325,-1.127617836,-0.301612705,0.082125597,0.001702172,0.000833998,-0.000672068,0.999997973,-1.109472394,-0.335650444,0.265716791,0.136530221,0.088799998,0.003529885,0.986641645,-1.081671238,-0.407117158,0.462214202,0.138137206,0.128284931,0.011235717,0.982005596,-1.019817233,-0.457641691,0.662994444,0.049746249,0.180748582,0.035091493,0.981643498,1,11.782
3133,3209.045,0,-201,1379,-774,1757,-3482,658,146,535,-2197,-318,1449,-783,474,-3289,663,149,522,-2283,-1.127535820,-0.301585674,0.082151875,0.001905983,-0.000010170,-0.000570012,0.999998093,-1.101377130,-0.334332019,0.265116066,0.135007769,0.128450543,0.010489320,0.982427299,-1.056484699,-0.403857261,0.459027022,0.136606976,0.167643771,0.010208406,0.976283789,-0.977070689,-0.450271815,0.654128850,0.040815987,0.221358463,0.041293282,0.973462641,1,3.362
3134,3210.069,0,-339,1416,-673,1580,-3435,788,338,463,-2317,-344,1380,-690,475,-3433,774,307,473,-2319,-1.127519727,-0.301514417,0.082137361,0.001873153,0.000327973,-0.000710306,0.999997973,-1.101719141,-0.330817461,0.265963078,0.120235674,0.126954660,0.009139634,0.984551847,-1.057681084,-0.397605598,0.461329162,0.137999460,0.164083630,0.009349870,0.976701319,-0.981255352,-0.445901811,0.657230496,0.046335734,0.212185144,0.037516527,0.975409210,1,7.489
3135,3211.093,0,-271,1444,-769,1668,-3399,664,438,554,-2508,-342,1398,-769,475,-3425,669,412,501,-2509,-1.127526045,-0.301530510,0.082137883,0.001347445,0.000211474,-0.000476101,0.999998927,-1.101497889,-0.332574666,0.265622944,0.127842665,0.128503665,0.010121790,0.983382285,-1.057148933,-0.402145088,0.459903628,0.143932089,0.163672671,0.008912033,0.975917697,-0.981255651,-0.458855629,0.653985381,0.077923760,0.209589928,0.035242587,0.974042058,1,17.483
3136,3212.116,0,-226,1108,-478,1726,-3831,1038,418,597,-2531,-329,1137,-506,475,-3734,918,412,522,-2530,-1.127500176,-0.301451445,0.082152665,0.001632810,0.000215462,-0.000669001,0.999998450,-1.098062992,-0.321981698,0.266723335,0.076730512,0.139033929,0.006572926,0.987288594,-1.052748561,-0.379138708,0.465403795,0.123134561,0.159654826,0.004687043,0.979452014,-0.979895413,-0.430465132,0.662398994,0.064712226,0.204097807,0.025294410,0.976481736,1,7.919
3137,3213.141,0,-13,963,-546,1999,-4017,951,610,413,-2539,-129,974,-550,475,-4012,937,562,422,-2539,-1.127481103,-0.301435739,0.082138568,0.001345999,0.000236599,-0.000774181,0.999998808,-1.090354800,-0.321504653,0.265413165,0.075264916,0.169738173,0.005788342,0.982593834,-1.034494519,-0.377938092,0.461500466,0.124119543,0.178626686,0.000478872,0.976056695,-0.956585884,-0.431040108,0.655990720,0.071996272,0.212573826,0.021374170,0.974254608,1,15.819
3138,3214.165,0,-33,899,-462,1974,-4100,1059,802,322,-2640,-129,912,-488,475,-4093,965,728,331,-2641,-1.127463818,-0.301401347,0.082142852,0.001351933,0.000241282,-0.000918290,0.999998689,-1.089555383,-0.319207847,0.265491992,0.064040393,0.174942181,0.007278664,0.982466817,-1.032928824,-0.372785300,0.462194026,0.118334971,0.179099038,-0.000740260,0.976688206,-0.958102703,-0.429529607,0.657140851,0.089985415,0.199402228,0.014489614,0.975669801,1,5.899
3139,3215.188,0,-369,1153,-380,1542,-3773,1164,657,396,-2569,-363,1098,-411,475,-3804,1123,662,363,-2618,-1.127555847,-0.301434457,0.082143895,0.001624282,0.000370885,-0.000804473,0.999998331,-1.098788381,-0.318932652,0.267234147,0.060776319,0.138265893,0.007750521,0.988498271,-1.055234194,-0.371381462,0.467494607,0.114934079,0.148785964,-0.001421066,0.982166469,-0.991702318,-0.427038014,0.667231381,0.088400133,0.173016205,0.014046920,0.980843246,1,13.588
3140,3216.212,0,-255,817,-158,1688,-4204,1449,527,379,-2422,-343,851,-197,475,-4084,1396,531,363,-2492,-1.127487779,-0.301420271,0.082174778,0.001494168,0.000458011,-0.000950290,0.999998331,-1.095540762,-0.310267568,0.267715484,0.021521490,0.149353445,0.007839666,0.988518536,-1.051557183,-0.348456472,0.470890254,0.085955031,0.139114007,-0.003161304,0.986533880,-0.990112066,-0.387466848,0.675105870,0.038580824,0.169016480,0.012826825,0.984774292,1,12.453
3141,3217.236,0,-68,966,-494,1929,-4013,1017,499,385,-2400,-166,936,-490,475,-4045,1118,504,363,-2470,-1.127506971,-0.301463604,0.082137585,0.001169877,0.000329618,-0.000847974,0.999998927,-1.090496540,-0.319207549,0.265793860,0.060902871,0.172500908,0.008657111,0.983086705,-1.037474751,-0.369295180,0.464027524,0.105798565,0.163251325,-0.001924158,0.980893493,-0.966354430,-0.415519714,0.663414359,0.053825848,0.193013787,0.017226689,0.979567111,1,11.540
3142,3218.260,0,-100,1065,-561,1888,-3886,931,573,503,-2592,-166,1021,-564,475,-3885,938,544,439,-2592,-1.127498746,-0.301445037,0.082162961,0.001189605,0.000569022,-0.000605053,0.999998927,-1.091150522,-0.322125405,0.265549034,0.075015292,0.168171987,0.007224815,0.982872665,-1.037025571,-0.377778918,0.462349206,0.119308993,0.173524842,0.002100415,0.977573633,-0.961701393,-0.430390596,0.658184171,0.073280722,0.203763723,0.019957239,0.976069629,1,9.625
3143,3219.284,0,-369,1303,-530,1542,-3580,971,765,466,-2747,-370,1239,-548,475,-3636,962,715,439,-2748,-1.127523899,-0.301472902,0.082148068,0.001509276,0.000458685,-0.000414710,0.999998689,-1.099949718,-0.324747294,0.266678631,0.086776182,0.133842245,0.007401006,0.987168431,-1.057717681,-0.383548617,0.465196729,0.124845847,0.150530919,0.005785029,0.980673552,-0.991891444,-0.444798321,0.662532389,0.106191948,0.179617152,0.018114327,0.977820516,1,9.718
3144,3220.308,0,-264,995,-327,1677,-3977,1233,628,411,-2555,-352,1015,-356,475,-3903,1190,632,420,-2614,-1.127494931,-0.301441699,0.082173809,0.001694399,0.000428903,-0.000874968,0.999998093,-1.097506642,-0.316839039,0.267385244,0.051158182,0.142288268,0.008166375,0.988468707,-1.053713918,-0.365226954,0.468515068,0.105754025,0.146388695,-0.002879101,0.983553886,-0.990159392,-0.416956246,0.669295669,0.079781123,0.175148964,0.013313094,0.981213808,1,10.102
3145,3221.332,0,-410,805,9,1489,-4221,1665,531,464,-2511,-413,812,-41,475,-4221,1499,535,426,-2574,-1.127511382,-0.301380396,0.082174182,0.001521180,0.000384102,-0.001042553,0.999998212,-1.097399831,-0.305346966,0.268220335,-0.001350660,0.139293000,0.006864107,0.990226507,-1.058528781,-0.333607554,0.474171460,0.063671499,0.123958953,-0.001996335,0.990240455,-1.002236605,-0.363861263,0.681342304,0.022691961,0.158124238,0.010178583,0.987105966,1,15.324
3146,3222.356,0,-746,849,301,1057,-4164,2040,527,496,-2539,-740,815,258,475,-4169,1933,532,439,-2574,-1.127529860,-0.301305473,0.082130961,0.001094586,0.000683422,-0.000767852,0.999998927,-1.107022762,-0.296034217,0.269982010,-0.044456322,0.094917305,0.005404325,0.994477332,-1.092272520,-0.302884042,0.480496615,0.010482055,0.056545999,-0.000125757,0.998345017,-1.065291762,-0.308582336,0.695631325,-0.032980245,0.091620430,0.004757074,0.995236337,1,13.765
3147,3223.380,0,-886,1011,279,877,-3956,2012,626,304,-2446,-886,961,258,475,-3977,1955,590,313,-2511,-1.127556801,-0.301334649,0.082133204,0.001064341,0.000168454,-0.000908317,0.999999046,-1.113278031,-0.298087537,0.270479053,-0.037433650,0.065544963,0.003579777,0.997140884,-1.110959291,-0.307339787,0.481495589,0.013023934,0.026749421,0.002479022,0.999554336,-1.098637462,-0.312952995,0.697834969,-0.034340356,0.056117095,0.003076758,0.997828782,1,13.479
3148,3224.405,0,-785,1152,37,1007,-3774,1700,799,112,-2427,-853,1106,25,474,-3813,1721,728,120,-2493,-1.127591252,-0.301360399,0.082114130,0.000828600,0.000007925,-0.000781345,0.999999404,-1.113724589,-0.306006283,0.270216763,-0.002055700,0.063976943,0.003451826,0.997943342,-1.110112906,-0.326811612,0.480399370,0.032119267,0.036241572,0.002270740,0.998824179,-1.098784089,-0.341559529,0.696564555,-0.014692470,0.044158988,0.004028047,0.998908401,1,4.396
3149,3225.428,0,-583,1017,-30,1266,-3947,1614,991,50,-2557,-676,1023,-38,474,-3942,1628,897,58,-2557,-1.127539396,-0.301331013,0.082103923,0.000728094,0.000415671,-0.000629267,0.999999523,-1.107628465,-0.307306826,0.269854844,0.005780184,0.095401175,0.006924739,0.995398104,-1.093679070,-0.331296682,0.478502542,0.039304119,0.050027389,-0.001577210,0.997972906,-1.075464725,-0.353722870,0.693947613,0.008646573,0.053522814,0.002840925,0.998525202,1,11.197
3150,3226.452,0,-495,801,98,1380,-4226,1779,943,241,-2700,-593,817,56,475,-4220,1737,898,191,-2701,-1.127517819,-0.301349908,0.082137339,0.001064908,0.000231453,-0.000835582,0.999999046,-1.102829099,-0.302217066,0.269347876,-0.015867952,0.112108536,0.006701592,0.993546665,-1.080559134,-0.319971353,0.478630871,0.032291334,0.074751168,-0.000380028,0.996679187,-1.054176807,-0.341668904,0.693118095,0.012705923,0.073856667,0.004293228,0.997178674,1,10.154
3151,3227.476,0,-831,896,339,948,-4103,2088,808,276,-2600,-824,850,296,475,-4103,1994,814,223,-2653,-1.127544403,-0.301317334,0.082124971,0.001081885,0.000413392,-0.000750416,0.999999046,-1.110400319,-0.295449793,0.270448089,-0.047061130,0.082589611,0.005397836,0.995457292,-1.103555799,-0.300556839,0.481287807,0.005961205,0.035881065,0.002492172,0.999335229,-1.093525410,-0.309272975,0.697874725,-0.012386596,0.037987761,0.001918020,0.999199569,1,8.333
3152,3228.500,0,-495,883,16,1380,-4121,1674,776,364,-2656,-620,858,10,474,-4114,1760,782,304,-2656,-1.127548218,-0.301384449,0.082115173,0.000792785,0.000070887,-0.000836208,0.999999404,-1.103480220,-0.303284645,0.269567579,-0.013164287,0.108850382,0.006321380,0.993950963,-1.084113836,-0.320785105,0.478666753,0.028523067,0.060169891,-0.001117551,0.997779906,-1.060423970,-0.340249926,0.693863392,0.006627063,0.070640512,0.003158001,0.997474849,1,7.977
3153,3229.524,0,-831,1041,194,948,-3917,1902,930,223,-2669,-775,980,153,474,-3934,1825,860,229,-2668,-1.127544284,-0.301320136,0.082116663,0.000789852,0.000016482,-0.000919325,0.999999285,-1.110201001,-0.301260233,0.270177573,-0.021590112,0.081153370,0.005016104,0.996455193,-1.099717021,-0.315755635,0.480659336,0.022236431,0.050604392,0.002279431,0.998468697,-1.082431912,-0.331791282,0.696449339,0.003718817,0.057288766,0.003965819,0.998342872,1,7.465
3154,3230.548,0,-1162,1036,530,523,-3924,2334,1070,102,-2688,-1161,993,480,474,-3934,2167,977,110,-2687,-1.127589226,-0.301243633,0.082144126,0.000387108,-0.000065407,-0.000832897,0.999999642,-1.122923613,-0.290866762,0.270796031,-0.067848861,0.024449628,-0.000657853,0.997395754,-1.141006470,-0.284598857,0.480555117,-0.026533809,-0.028408842,0.000368731,0.999244094,-1.158925653,-0.281062275,0.697090328,-0.042841662,-0.029286351,0.001007579,0.998652041,1,5.837
3155,3231.572,0,-826,959,271,955,-4023,2001,1202,112,-2830,-927,963,260,473,-4017,2087,1103,110,-2831,-1.127576590,-0.301285982,0.082128182,0.000459425,0.000253850,-0.000717034,0.999999642,-1.115113139,-0.297255933,0.270669639,-0.041522011,0.057802144,0.003921154,0.997456491,-1.121858239,-0.302117616,0.481027067,-0.001788821,-0.008430752,0.000235198,0.999962807,-1.132940650,-0.313770831,0.697748184,0.004418857,-0.016757987,-0.000029095,0.999849796,1,13.289
3156,3232.596,0,-1134,1295,243,558,-3590,1965,1132,10,-2658,-1119,1220,230,473,-3745,1971,1103,15,-2720,-1.127605438,-0.301352799,0.082114562,0.000692829,-0.000242212,-0.000718190,0.999999523,-1.124241829,-0.301351130,0.270752400,-0.022097150,0.019152591,-0.000548594,0.999572217,-1.142397165,-0.312039644,0.480271190,0.006513858,-0.025012989,-0.001234834,0.999665141,-1.161356807,-0.326362014,0.696406603,0.006190946,-0.037909139,-0.000570122,0.999261916,1,3.976
3157,3233.620,0,-1369,1488,285,257,-3343,2019,1234,-182,-2568,-1370,1437,241,473,-3473,1987,1125,-180,-2639,-1.127640724,-0.301359028,0.082106724,0.001055219,0.000056123,-0.000875674,0.999999046,-1.134111524,-0.303294063,0.270703375,-0.012813134,-0.023777908,-0.002285775,0.999632597,-1.168032169,-0.314277321,0.477620304,-0.000454799,-0.057703290,-0.005492782,0.998318553,-1.202352881,-0.323946148,0.692307413,-0.008044897,-0.076087661,-0.003425777,0.997062862,1,11.166
3158,3234.644,0,-1299,1696,7,346,-3075,1662,1421,-374,-2563,-1350,1643,-5,473,-3243,1703,1290,-377,-2634,-1.127662778,-0.301392108,0.082121477,0.000828198,-0.000388441,-0.000516671,0.999999523,-1.135669947,-0.312575608,0.269829303,0.028522359,-0.028805453,-0.001614839,0.999176800,-1.166943789,-0.337285459,0.476197720,0.019882722,-0.035470739,-0.003019230,0.999168396,-1.197523594,-0.358440042,0.690436840,0.021697260,-0.079094790,-0.004737935,0.996619701,1,2.383
3159,3235.667,0,-1055,1788,-329,660,-2957,1230,1462,-407,-2571,-1119,1740,-326,473,-3105,1299,1319,-410,-2634,-1.127674341,-0.301446110,0.082097791,0.000846348,0.000214168,-0.000467262,0.999999523,-1.129190207,-0.323077619,0.268738359,0.076293960,0.000595840,0.000126832,0.997085273,-1.143396139,-0.366701990,0.473883450,0.055772536,0.019699238,0.001473171,0.998248100,-1.152373910,-0.406135619,0.687669992,0.066086963,-0.030059166,-0.000770105,0.997360766,1,9.074
3160,3236.691,0,-1243,1719,-72,418,-3045,1560,1416,-215,-2717,-1243,1714,-112,473,-3105,1435,1324,-277,-2718,-1.127697587,-0.301402628,0.082120948,0.001245986,0.000052931,-0.000524484,0.999999166,-1.133437872,-0.317127854,0.269386679,0.051744990,-0.017394131,-0.000893378,0.998508513,-1.153725028,-0.351425111,0.476041436,0.039624970,0.007600732,0.001212910,0.999185026,-1.166755676,-0.383479714,0.690630019,0.056637626,-0.038478695,-0.000127367,0.997653067,1,16.447
3161,3237.715,0,-992,1565,-169,741,-3243,1435,1321,-312,-2525,-1072,1562,-175,472,-3244,1440,1319,-318,-2608,-1.127676129,-0.301384658,0.082109533,0.000634274,0.000083550,-0.000747894,0.999999523,-1.126303554,-0.316791326,0.269721687,0.048810352,0.012279205,0.000381460,0.998732507,-1.135894418,-0.350363165,0.477230847,0.037760466,0.032372031,0.003218722,0.998757124,-1.140342832,-0.380891830,0.692419946,0.045463972,-0.022191584,-0.000485045,0.998719335,1,6.978
3162,3238.739,0,-1256,1527,133,402,-3292,1823,1170,-120,-2566,-1256,1523,88,473,-3294,1701,1175,-179,-2608,-1.127663255,-0.301409125,0.082123064,0.001254238,0.000204870,-0.000739119,0.999998927,-1.131847501,-0.309239030,0.270367473,0.014553076,-0.010800424,-0.000673270,0.999835610,-1.152093887,-0.329857171,0.478917152,0.012133523,0.003307136,0.000986357,0.999920487,-1.166657090,-0.347236335,0.695053101,0.012809612,-0.041885279,-0.001492531,0.999039292,1,14.318
3163,3239.763,0,-1486,1705,185,105,-3063,1891,978,-93,-2401,-1485,1650,143,473,-3205,1793,984,-157,-2484,-1.127669930,-0.301417470,0.082117923,0.001025093,0.000047444,-0.000572851,0.999999285,-1.139853954,-0.308744788,0.269911379,0.012919141,-0.048456844,-0.003095534,0.998736918,-1.176343679,-0.326973885,0.476033658,0.006288346,-0.040974379,-0.004084916,0.999132097,-1.205813169,-0.335850835,0.691312850,-0.018770041,-0.070394740,-0.005678250,0.997326493,1,12.909
3164,3240.787,0,-1150,1485,69,537,-3346,1742,986,-236,-2266,-1237,1483,57,473,-3346,1745,984,-237,-2374,-1.127638459,-0.301384807,0.082137853,0.000728272,-0.000049744,-0.000533604,0.999999642,-1.130691409,-0.309033632,0.270486176,0.013272720,-0.008665959,-0.000983685,0.999873877,-1.152875304,-0.328479290,0.478682756,0.009072944,-0.009101845,-0.000657872,0.999917269,-1.170426250,-0.335475326,0.695016742,-0.029673817,-0.044464637,-0.003768864,0.998563111,1,12.196
3165,3241.811,0,-1122,1468,58,573,-3367,1727,957,-44,-2429,-1195,1465,45,473,-3367,1730,962,-111,-2429,-1.127685070,-0.301410079,0.082110658,0.000828248,0.000139680,-0.000614349,0.999999523,-1.129265428,-0.309333891,0.270421624,0.014079448,-0.000793775,-0.000785499,0.999900341,-1.148842335,-0.329792470,0.479021639,0.011282782,-0.003302118,0.000377338,0.999930859,-1.163447022,-0.337635815,0.695391417,-0.030913074,-0.038429502,-0.003225944,0.998777807,1,10.518
3166,3242.835,0,-1142,1435,111,548,-3411,1796,796,148,-2460,-1195,1432,74,473,-3411,1746,802,80,-2462,-1.127662778,-0.301410347,0.082121797,0.000936512,0.000261091,-0.000662996,0.999999285,-1.128765464,-0.308213830,0.270588100,0.009480633,0.000114170,-0.000535799,0.999954939,-1.147791862,-0.327229917,0.479249686,0.010243478,-0.003088233,0.000015766,0.999942780,-1.157286882,-0.333437741,0.696112812,-0.033802226,-0.013866506,-0.002308633,0.999329686,1,9.818
3167,3243.859,0,-839,1183,60,937,-3734,1730,988,89,-2593,-933,1186,48,473,-3716,1733,917,80,-2593,-1.127614975,-0.301349849,0.082137421,0.000536520,-0.000124379,-0.000654681,0.999999642,-1.117879272,-0.305909276,0.270433873,-0.001907086,0.045992199,0.001742616,0.998938501,-1.120323300,-0.324450970,0.480664343,0.018940285,0.029859625,0.002496613,0.999371588,-1.116576672,-0.337076724,0.697324753,-0.009265162,0.017944137,0.001760422,0.999794543,1,8.871
3168,3244.883,0,-1175,1406,173,505,-3447,1875,1022,130,-2668,-1168,1350,128,473,-3535,1806,952,80,-2667,-1.127634287,-0.301380396,0.082116589,0.001216513,-0.000120386,-0.000596866,0.999999046,-1.127038002,-0.305876136,0.270726770,-0.001316705,0.009805617,-0.000573069,0.999950886,-1.143468499,-0.323217034,0.480113626,0.014148990,-0.002543318,0.000509060,0.999896526,-1.152324796,-0.337003440,0.696650743,-0.008264782,-0.014578972,-0.000743635,0.999859333,1,15.904
3169,3245.907,0,-1485,1541,348,107,-3274,2100,837,123,-2476,-1484,1492,303,473,-3394,1994,843,80,-2544,-1.127686977,-0.301391810,0.082114205,0.001155077,0.000134210,-0.000729983,0.999999046,-1.138525128,-0.302253515,0.270418882,-0.017879067,-0.043140903,-0.002701162,0.998905420,-1.177369714,-0.309899211,0.476670414,-0.011524558,-0.058606170,-0.005448219,0.998199821,-1.208406329,-0.309637487,0.691873431,-0.044403967,-0.063870087,-0.004995491,0.996957421,1,6.523
