step,timestamp_s,episode,motor1_cmd,motor2_cmd,motor3_cmd,motor4_cmd,motor5_cmd,motor6_cmd,motor7_cmd,motor8_cmd,motor9_cmd,motor1_read,motor2_read,motor3_read,motor4_read,motor5_read,motor6_read,motor7_read,motor8_read,motor9_read,base_pos_x,base_pos_y,base_pos_z,base_ori_x,base_ori_y,base_ori_z,base_ori_w,module1_pos_x,module1_pos_y,module1_pos_z,module1_ori_x,module1_ori_y,module1_ori_z,module1_ori_w,module2_pos_x,module2_pos_y,module2_pos_z,module2_ori_x,module2_ori_y,module2_ori_z,module2_ori_w,module3_pos_x,module3_pos_y,module3_pos_z,module3_ori_x,module3_ori_y,module3_ori_z,module3_ori_w,optitrack_sync_ok,optitrack_max_age_ms
44,46.076,0,-1059,717,746,654,-4334,2613,1069,-156,-2429,-1199,728,736,387,-4281,2610,976,-155,-2468,-1.127589822,-0.301218510,0.082105860,0.000364281,-0.000057514,-0.000595795,0.999999762,-1.122008562,-0.278995484,0.270064473,-0.123460799,0.024765689,0.001041845,0.992039800,-1.147174001,-0.245894700,0.475681305,-0.099009387,-0.062551141,0.003820656,0.993111253,-1.183266759,-0.206376716,0.685731292,-0.135086194,-0.079000339,0.003984227,0.987671375,1,9.985
45,47.099,0,-1395,824,975,222,-4195,2906,877,-95,-2298,-1349,767,933,404,-4229,2787,883,-128,-2397,-1.127614975,-0.301197380,0.082096562,0.000285153,-0.000052366,-0.000522391,0.999999881,-1.127479553,-0.274348915,0.269653857,-0.146410286,-0.005280681,-0.003636691,0.989203155,-1.162508845,-0.233384773,0.472080827,-0.112812765,-0.086925723,0.005403963,0.989791989,-1.208592057,-0.186714768,0.678650558,-0.155146733,-0.101569109,0.004031605,0.982647955,1,8.632
46,48.123,0,-1654,1160,898,-111,-3764,2808,729,97,-2342,-1655,1090,890,-63,-3910,2802,735,31,-2397,-1.127730727,-0.301267713,0.082093731,0.000367564,-0.000290214,-0.000558269,0.999999762,-1.140439272,-0.279436082,0.269659042,-0.124761976,-0.065688781,-0.006833700,0.989986241,-1.198060393,-0.235690445,0.465745777,-0.145408198,-0.139734492,-0.006146058,0.979435086,-1.262858510,-0.172321275,0.662209988,-0.199559569,-0.144524261,-0.010983774,0.969106913,1,16.050
47,49.147,0,-1948,1118,1234,-488,-3819,3240,562,73,-2151,-1948,1103,1189,-466,-3835,2968,567,33,-2260,-1.127873540,-0.301142693,0.082141928,-0.000139445,-0.000934408,-0.000559341,0.999999404,-1.151188135,-0.270638376,0.266669929,-0.155817851,-0.110198967,-0.008054937,0.981586516,-1.228888869,-0.205767468,0.449144661,-0.212555647,-0.203682497,-0.014828986,0.955569804,-1.313915610,-0.109551243,0.622691929,-0.288111895,-0.192194343,-0.025973413,0.937751710,1,6.644
48,50.171,0,-1797,782,1419,-294,-4251,3478,648,-119,-2045,-1870,812,1381,-297,-4155,3372,606,-116,-2170,-1.127813697,-0.301061213,0.082181767,-0.000584201,-0.000979272,-0.000743264,0.999999046,-1.145558953,-0.261318713,0.265799820,-0.197857961,-0.085817836,-0.007132555,0.976440847,-1.222680569,-0.182260513,0.442110300,-0.248791561,-0.220041737,-0.006050811,0.943211496,-1.315933228,-0.071983874,0.602509558,-0.335990489,-0.216756374,-0.017879799,0.916410089,1,13.021
49,51.195,0,-1559,879,1084,12,-4125,3046,784,-63,-2237,-1646,846,1084,-35,-4147,3136,710,-94,-2237,-1.127763271,-0.301133633,0.082131177,-0.000244651,-0.000933142,-0.000674769,0.999999285,-1.138223648,-0.269655973,0.268433928,-0.162808120,-0.053904455,-0.005626409,0.985168099,-1.201918840,-0.208140150,0.456583798,-0.198798478,-0.187953517,-0.006600815,0.961825907,-1.283568382,-0.117293410,0.634904444,-0.283367187,-0.185951039,-0.012813536,0.940723658,1,4.776
50,52.219,0,-1223,567,1060,444,-4527,3016,976,-242,-2250,-1344,587,1054,286,-4463,3014,874,-241,-2252,-1.127681255,-0.301089495,0.082171902,-0.000532158,-0.000558263,-0.000335869,0.999999642,-1.126067877,-0.267459273,0.268742293,-0.171827525,0.002576706,0.000347560,0.985123694,-1.166647673,-0.210098714,0.465039283,-0.165947989,-0.127952769,0.000058202,0.977798223,-1.229471445,-0.134146273,0.657535195,-0.244205818,-0.143731117,0.003140198,0.959007323,1,11.700
51,53.243,0,-1334,903,835,301,-4095,2727,912,-50,-2378,-1340,826,828,299,-4305,2753,874,-106,-2380,-1.127666354,-0.301200777,0.082124844,0.000184148,-0.000629660,-0.000431445,0.999999762,-1.127753735,-0.277076066,0.269788980,-0.130430341,0.001885649,-0.001925672,0.991453886,-1.168104291,-0.238492996,0.471461415,-0.115404777,-0.112687118,0.004192223,0.986897051,-1.225080132,-0.186957166,0.674039185,-0.174963504,-0.126935691,0.000044746,0.976358116,1,10.893
52,54.267,0,-1670,1059,1015,-131,-3894,2958,720,39,-2275,-1663,1010,980,-38,-3952,2870,725,-30,-2355,-1.127721906,-0.301226437,0.082107887,0.000296540,-0.000302419,-0.000389479,0.999999881,-1.140153646,-0.275295466,0.269012719,-0.137784198,-0.061757762,-0.006730357,0.988512158,-1.199158430,-0.224146977,0.462622195,-0.166378841,-0.152656153,-0.006074851,0.974154711,-1.268872023,-0.151050463,0.653915644,-0.227291942,-0.158999085,-0.011347249,0.960691929,1,9.919
53,55.291,0,-1745,1395,754,-228,-3462,2623,678,231,-2425,-1745,1318,745,-228,-3645,2656,683,151,-2425,-1.127772212,-0.301277280,0.082096517,0.000391112,-0.000252543,-0.000318463,0.999999881,-1.145873904,-0.285440177,0.269481182,-0.094802417,-0.090275846,-0.007023447,0.991369545,-1.211660862,-0.244536266,0.463022351,-0.156763583,-0.163063005,-0.024625583,0.973770678,-1.282319903,-0.173204988,0.654673696,-0.222760618,-0.155436054,-0.023743996,0.962108970,1,9.041
54,56.315,0,-1409,1329,484,204,-3547,2276,870,193,-2579,-1513,1328,474,67,-3567,2293,809,151,-2580,-1.127728701,-0.301281929,0.082134560,-0.000080450,-0.000543850,-0.000361395,0.999999762,-1.138453484,-0.293199033,0.270277560,-0.055916592,-0.049509156,-0.004017147,0.997199178,-1.185833931,-0.270796090,0.472795784,-0.111434519,-0.097538948,-0.010909779,0.988913357,-1.231398940,-0.224237517,0.679595470,-0.152288735,-0.091835655,-0.013360978,0.983969510,1,7.333
55,57.339,0,-1140,993,551,551,-3979,2361,1023,2,-2541,-1243,1015,518,447,-3886,2329,931,6,-2575,-1.127673268,-0.301260114,0.082099162,0.000131178,-0.000297829,-0.000581870,0.999999762,-1.126926184,-0.288457692,0.270779580,-0.077660531,0.006727478,-0.001606159,0.996955872,-1.153803229,-0.270044446,0.477989316,-0.075895548,-0.049777828,-0.000842798,0.995872200,-1.181765556,-0.240847602,0.691063046,-0.108495340,-0.053808384,-0.001335529,0.992638707,1,6.493
56,58.363,0,-1475,1316,563,119,-3563,2377,832,186,-2534,-1468,1231,531,209,-3836,2343,838,113,-2571,-1.127741694,-0.301284909,0.082100153,0.000331835,-0.000107432,-0.000508984,0.999999881,-1.135936260,-0.290941954,0.270565927,-0.068738833,-0.034251940,-0.002061575,0.997044384,-1.179192066,-0.273199528,0.474871963,-0.078302391,-0.091937050,-0.006290730,0.992661476,-1.223024607,-0.243344173,0.685320377,-0.109360576,-0.089072615,-0.005876133,0.989985824,1,13.693
57,59.387,0,-1140,1236,308,551,-3666,2048,1023,141,-2680,-1275,1239,297,266,-3721,2072,943,113,-2680,-1.127689004,-0.301321328,0.082079791,0.000285689,-0.000186353,-0.000399950,0.999999881,-1.129781246,-0.297687262,0.270966142,-0.037768722,-0.006220531,-0.001233557,0.999266446,-1.159386635,-0.290776849,0.478451341,-0.058962911,-0.050555419,-0.004237789,0.996970177,-1.187149167,-0.271495700,0.692931771,-0.078300618,-0.051142111,-0.003696133,0.995610297,1,4.824
58,60.411,0,-1068,900,572,644,-4098,2387,1065,-52,-2529,-1176,927,537,562,-4003,2281,977,-49,-2595,-1.127632856,-0.301226526,0.082118690,0.000325290,-0.000534936,-0.000583994,0.999999642,-1.123836517,-0.287125140,0.270686626,-0.083414659,0.018639345,-0.001049389,0.996340036,-1.143358946,-0.271407098,0.479370564,-0.057908218,-0.029743366,0.001021244,0.997878194,-1.163392305,-0.252551556,0.694738507,-0.080770902,-0.036159378,0.001705315,0.996075213,1,11.727
59,61.435,0,-1220,1236,388,448,-3666,2151,978,140,-2634,-1220,1142,376,444,-3946,2165,976,78,-2634,-1.127671361,-0.301311314,0.082080573,0.000357174,0.000050376,-0.000498493,0.999999881,-1.127201319,-0.294598013,0.270861268,-0.052106123,0.006207012,-0.000773320,0.998621941,-1.152160287,-0.290381491,0.479508549,-0.032430518,-0.042606976,-0.001187733,0.998564780,-1.177339792,-0.282884210,0.695136487,-0.051068623,-0.046765048,-0.000567876,0.997599542,1,2.503
60,62.458,0,-884,918,370,880,-4075,2128,1169,-41,-2644,-1014,969,355,683,-3924,2133,1055,-37,-2644,-1.127641559,-0.301290005,0.082099892,0.000207132,-0.000036900,-0.000631725,0.999999762,-1.119467735,-0.293247283,0.270712078,-0.056348812,0.039834969,0.001468665,0.997615099,-1.128580928,-0.290680885,0.480843514,-0.023685250,0.000479631,0.002084316,0.999717176,-1.137820244,-0.288054377,0.697756112,-0.039434399,-0.014379746,0.001843417,0.999117076,1,9.026
61,63.482,0,-617,987,34,1224,-3987,1696,1322,-2,-2836,-729,952,31,1068,-4042,1790,1211,-28,-2837,-1.127666950,-0.301352352,0.082095936,0.000446918,0.000053120,-0.000659523,0.999999762,-1.109154701,-0.303312004,0.270288229,-0.011964463,0.090584442,0.007057143,0.995791912,-1.094470382,-0.330782294,0.478946835,0.070728377,0.071172021,0.002897470,0.994949043,-1.077200413,-0.375878870,0.690301538,0.086972393,0.044059787,0.001251123,0.995235145,1,16.808
62,64.506,0,-910,944,370,847,-4042,2128,1154,-26,-2644,-913,949,300,887,-4042,1847,1160,-28,-2714,-1.127598524,-0.301320344,0.082093626,0.000889234,-0.000099783,-0.000654567,0.999999404,-1.115220666,-0.295966864,0.270575106,-0.044608541,0.062038600,0.004584379,0.997065842,-1.109829068,-0.309013754,0.481227964,0.035883792,0.048774309,0.003444253,0.998159111,-1.100545049,-0.338927984,0.695888638,0.050659768,0.024899477,0.002392922,0.998402655,1,7.332
63,65.530,0,-1076,1280,200,633,-3610,1910,1059,166,-2741,-1077,1204,186,628,-3786,1920,1065,99,-2741,-1.127651453,-0.301415980,0.082094386,0.001143172,0.000253495,-0.000535401,0.999999166,-1.122899771,-0.302192092,0.270795494,-0.019066751,0.026936131,0.000762725,0.999455035,-1.131699562,-0.316473454,0.480925381,0.015649799,0.017102290,0.002911111,0.999727070,-1.134428024,-0.336103201,0.697096586,0.017416218,-0.003686582,0.002088827,0.999839425,1,13.972
64,66.554,0,-1171,1616,-41,511,-3178,1600,1006,357,-2879,-1172,1539,-49,506,-3382,1622,1011,277,-2880,-1.127706289,-0.301424593,0.082089297,0.000821814,-0.000025205,-0.000435359,0.999999642,-1.129443049,-0.312464803,0.270168990,0.029396279,0.001397820,0.000339358,0.999566853,-1.143806458,-0.337884247,0.478563130,0.020586347,0.020875905,0.003577641,0.999563754,-1.141984463,-0.362454742,0.693988323,0.033503830,0.013883553,0.004163121,0.999333560,1,4.769
65,67.578,0,-1067,1280,191,645,-3610,1898,1064,166,-2746,-1162,1296,154,562,-3441,1813,1023,172,-2805,-1.127640724,-0.301335931,0.082120635,0.000824945,-0.000303794,-0.000595141,0.999999523,-1.126516819,-0.303823352,0.270876974,-0.009997673,0.011658063,0.000299722,0.999882102,-1.135903239,-0.313690275,0.480738610,-0.012873036,0.032530747,0.002204191,0.999385476,-1.128579617,-0.322161347,0.697416246,0.002922310,0.031091113,0.003262794,0.999506950,1,12.530
66,68.602,0,-731,959,176,1077,-4023,1879,1257,-18,-2755,-851,966,155,878,-3903,1817,1141,-13,-2805,-1.127603054,-0.301302165,0.082114868,0.000494343,-0.000404869,-0.000678152,0.999999642,-1.112987638,-0.299950123,0.270506650,-0.027163053,0.067777470,0.004683085,0.997319639,-1.102334976,-0.315443993,0.480574906,0.029131502,0.066053905,0.002412765,0.997387826,-1.083409548,-0.342233121,0.695287228,0.040737305,0.051703449,0.004367035,0.997821689,1,11.286
67,69.626,0,-539,623,320,1324,-4455,2064,1367,-210,-2673,-671,659,281,1178,-4376,1968,1238,-208,-2742,-1.127556086,-0.301259935,0.082109191,0.000414156,0.000192535,-0.000619663,0.999999762,-1.103880644,-0.292614937,0.269640863,-0.058918446,0.109854981,0.006911012,0.992175758,-1.081430674,-0.308314651,0.478763998,0.059387900,0.079582542,-0.001192727,0.995056987,-1.059930205,-0.349146247,0.690989017,0.072578318,0.051961735,-0.000995816,0.996007800,1,10.607
68,70.650,0,-812,959,257,973,-4023,1983,1211,-18,-2709,-812,869,244,991,-4265,1968,1216,-72,-2742,-1.127624154,-0.301327646,0.082110554,0.000531904,-0.000089908,-0.000551629,0.999999762,-1.110529065,-0.296634138,0.270573497,-0.043108173,0.084394857,0.006409348,0.995478868,-1.099332929,-0.315457761,0.480338782,0.063288845,0.055090405,0.001516891,0.996472478,-1.088490844,-0.357168645,0.693151176,0.075118370,0.025911223,0.000623768,0.996837735,1,9.622
69,71.674,0,-1147,1061,490,541,-3892,2284,1019,40,-2575,-1138,1008,450,594,-3963,2164,1025,-25,-2653,-1.127645493,-0.301336348,0.082086205,0.000722217,0.000102405,-0.000672132,0.999999523,-1.123019576,-0.291810155,0.270858198,-0.063657612,0.026593555,-0.000227967,0.997617424,-1.135989428,-0.288220674,0.480943799,-0.018239895,-0.003545839,0.001938170,0.999825537,-1.147922039,-0.290514380,0.698014259,-0.022503281,-0.022631101,0.002838554,0.999486566,1,8.680
70,72.698,0,-1026,725,705,698,-4324,2559,1088,-151,-2453,-1110,752,668,637,-4229,2456,1037,-149,-2542,-1.127579451,-0.301223785,0.082090624,0.000467818,0.000100630,-0.000652727,0.999999762,-1.119441986,-0.282135457,0.270339936,-0.107136652,0.039252106,0.002732817,0.993465483,-1.133902431,-0.261907697,0.479055792,-0.053785767,-0.024497325,0.003940364,0.998244166,-1.155750036,-0.246308282,0.694458127,-0.070015922,-0.047470450,0.004848095,0.996403933,1,6.912
71,73.722,0,-1220,1061,563,447,-3891,2377,977,41,-2534,-1220,968,551,444,-4153,2380,983,-25,-2543,-1.127650499,-0.301345199,0.082096107,0.000662659,0.000242487,-0.000651459,0.999999523,-1.124751806,-0.287900627,0.270768821,-0.081655100,0.015409249,-0.001001346,0.996541083,-1.149281263,-0.274742544,0.479056418,-0.044125002,-0.050363664,0.000292900,0.997755706,-1.180720329,-0.262591988,0.693594337,-0.062551029,-0.067852959,0.001726226,0.995731056,1,14.768
72,74.746,0,-1056,1232,228,659,-3671,1945,1071,139,-2726,-1139,1184,225,582,-3778,2042,1006,71,-2727,-1.127673268,-0.301385552,0.082077146,0.000670159,0.000193622,-0.000375522,0.999999762,-1.124648929,-0.299900502,0.270926714,-0.029179273,0.018279688,0.000527173,0.999406934,-1.140794635,-0.306094199,0.480416119,-0.009449810,-0.013481961,-0.000704586,0.999864221,-1.154239535,-0.311954260,0.697403848,-0.015169275,-0.021653445,0.000442723,0.999650359,1,4.911
73,75.770,0,-720,1217,-93,1091,-3690,1532,1263,130,-2909,-838,1185,-97,886,-3768,1589,1165,71,-2910,-1.127665043,-0.301407754,0.082108192,0.000836531,0.000028033,-0.000365849,0.999999642,-1.115028977,-0.309678435,0.270290673,0.013750141,0.064036682,0.003749211,0.997845769,-1.106181860,-0.341775149,0.478489667,0.062912881,0.066445082,0.005113282,0.995791674,-1.087767720,-0.385961741,0.690157533,0.081724010,0.046848759,0.004312728,0.995544016,1,12.753
74,76.794,0,-1056,1537,-77,659,-3279,1553,1071,313,-2900,-1035,1457,-96,856,-3507,1546,1077,232,-2910,-1.127703428,-0.301466793,0.082094409,0.001387278,0.000154394,-0.000398025,0.999998927,-1.124160290,-0.313837260,0.270080894,0.033056900,0.026088960,0.002029041,0.999110878,-1.126656294,-0.352086902,0.477273792,0.072689727,0.051760696,0.006636918,0.995988429,-1.111652255,-0.401664495,0.688072801,0.095975392,0.043979757,0.007523298,0.994383216,1,3.410
75,77.818,0,-1392,1817,-21,227,-2919,1625,879,473,-2868,-1390,1747,-52,388,-3125,1588,885,380,-2902,-1.127728939,-0.301448792,0.082107276,0.001350097,-0.000024382,-0.000514470,0.999998927,-1.137953758,-0.315237731,0.269420862,0.041561332,-0.038927026,-0.002003128,0.998375416,-1.164192438,-0.340021789,0.476128280,0.008120248,0.001606112,0.000158569,0.999965787,-1.165681243,-0.359321564,0.692457616,0.025164375,0.017445516,0.002575938,0.999527812,1,10.573
76,78.842,0,-1056,1591,-131,659,-3210,1484,1071,343,-2930,-1156,1586,-136,359,-3210,1494,1000,350,-2931,-1.127683163,-0.301389039,0.082094423,0.000846736,0.000001439,-0.000543391,0.999999523,-1.129062057,-0.315220594,0.269861728,0.041735154,0.001222366,0.000360168,0.999127924,-1.140640974,-0.338119715,0.478387892,-0.002197161,0.036995891,0.003155051,0.999308109,-1.128576398,-0.352674425,0.694304883,0.010984502,0.044431079,0.003734319,0.998945057,1,17.762
77,79.866,0,-720,1290,-166,1091,-3597,1439,1263,171,-2950,-829,1291,-172,784,-3555,1450,1160,177,-2951,-1.127658725,-0.301387876,0.082101338,0.000664259,-0.000114878,-0.000521818,0.999999642,-1.115777731,-0.313199908,0.269887239,0.032043383,0.060716819,0.003724202,0.997633696,-1.103915095,-0.346944600,0.477480233,0.052894101,0.085264996,0.005322841,0.994939089,-1.074098945,-0.388504356,0.688386977,0.085940957,0.082826152,0.006618759,0.992829382,1,6.871
78,80.890,0,-1056,1434,26,659,-3411,1685,1071,254,-2841,-1046,1367,-12,853,-3551,1618,1077,215,-2896,-1.127671123,-0.301411599,0.082116276,0.001058086,0.000036654,-0.000618927,0.999999285,-1.123435974,-0.310124367,0.270455599,0.017452968,0.028824463,0.001302484,0.999431312,-1.123960376,-0.342073321,0.478782803,0.057988226,0.058877178,0.006448947,0.996558726,-1.105252981,-0.385414600,0.690588355,0.082770906,0.054645959,0.007432153,0.995041549,1,14.036
79,81.914,0,-1322,1365,361,316,-3500,2117,919,214,-2649,-1324,1362,309,392,-3544,1942,925,215,-2718,-1.127650976,-0.301389605,0.082099415,0.001099010,0.000093530,-0.000740375,0.999999166,-1.132260442,-0.300532371,0.270764589,-0.024463151,-0.013907445,-0.001532516,0.999602854,-1.156233072,-0.303675681,0.479576141,-0.026225775,-0.013474454,-0.002863928,0.999561131,-1.165410042,-0.303575277,0.696708739,-0.025857853,-0.004003146,0.000575186,0.999657512,1,14.676
80,82.937,0,-1397,1104,697,220,-3836,2549,876,65,-2457,-1400,1108,649,219,-3812,2396,882,72,-2543,-1.127624869,-0.301267922,0.082105890,0.000581036,-0.000410492,-0.000690977,0.999999523,-1.132407427,-0.287298709,0.270450354,-0.084876575,-0.019161694,-0.003160374,0.996202290,-1.166871428,-0.262981117,0.476006269,-0.095432013,-0.060533743,-0.004192583,0.993584931,-1.198463917,-0.227658659,0.687664807,-0.117679603,-0.061649419,-0.004250052,0.991127074,1,11.633
81,83.961,0,-1372,768,1008,252,-4268,2949,890,-127,-2279,-1400,792,965,232,-4202,2817,882,-125,-2390,-1.127630711,-0.301149994,0.082120799,0.000132812,-0.000214424,-0.000579335,0.999999881,-1.129445314,-0.273639411,0.269145846,-0.143310979,-0.009391186,-0.002766971,0.989629328,-1.169090629,-0.228160053,0.469690681,-0.138591170,-0.101420455,0.002030304,0.985140800,-1.220031857,-0.171947435,0.672640502,-0.177880362,-0.113395691,0.001826117,0.977495134,1,10.698
82,84.985,0,-1036,530,910,684,-4574,2823,1082,-263,-2335,-1155,542,902,523,-4572,2821,983,-264,-2388,-1.127592444,-0.301187605,0.082104377,0.000120747,-0.000103962,-0.000438518,0.999999881,-1.118961096,-0.272367030,0.268988371,-0.149999797,0.038533933,0.001152905,0.987934232,-1.141641855,-0.230130181,0.473036319,-0.115076385,-0.064237490,0.007990058,0.991245210,-1.180075765,-0.182316795,0.680822909,-0.158491716,-0.086653821,0.007601832,0.983521104,1,2.788
83,86.009,0,-1283,866,821,367,-4142,2708,941,-71,-2386,-1286,800,812,458,-4259,2715,946,-124,-2397,-1.127627730,-0.301253259,0.082104750,0.000481233,-0.000280980,-0.000415920,0.999999762,-1.125628352,-0.278142065,0.269895554,-0.127125919,0.008909423,-0.000475787,0.991846502,-1.158464551,-0.246188924,0.474401474,-0.089804426,-0.087773547,0.004970504,0.992071688,-1.206082821,-0.209456891,0.682692409,-0.132247373,-0.108502880,0.003309830,0.985254765,1,18.504
84,87.034,0,-1248,1167,485,411,-3755,2277,961,101,-2578,-1285,1112,484,372,-3862,2371,946,33,-2578,-1.127667427,-0.301338673,0.082080252,0.000581421,0.000065179,-0.000466021,0.999999762,-1.128849864,-0.291509748,0.270774990,-0.066403866,-0.002298862,-0.001702133,0.997788787,-1.159730911,-0.277279437,0.477792591,-0.063831858,-0.062663950,-0.002698577,0.995987713,-1.194610119,-0.254555255,0.690757394,-0.091606453,-0.073463023,-0.002246422,0.993079245,1,16.819
85,88.057,0,-1566,1503,467,2,-3323,2254,779,293,-2588,-1562,1422,455,70,-3497,2256,785,213,-2588,-1.127741218,-0.301362038,0.082101814,0.000798704,-0.000143346,-0.000410992,0.999999642,-1.140686750,-0.296148181,0.270424187,-0.046317797,-0.054000832,-0.003059641,0.997461438,-1.188193560,-0.280507296,0.473409861,-0.089611880,-0.091127232,-0.012235533,0.991723716,-1.229953885,-0.246034786,0.683557332,-0.120066933,-0.082384333,-0.011816117,0.989271045,1,7.622
86,89.081,0,-1716,1839,281,-189,-2891,2013,694,485,-2695,-1717,1759,269,-187,-3107,2020,699,384,-2696,-1.127755642,-0.301421911,0.082125567,0.001064162,-0.000115808,-0.000473310,0.999999404,-1.148818374,-0.305152327,0.269081086,-0.004242839,-0.090344101,-0.004324577,0.995892167,-1.204945922,-0.296288997,0.469665736,-0.094636627,-0.098515518,-0.023429250,0.990348339,-1.245234728,-0.260559440,0.679734528,-0.113212839,-0.068849877,-0.022276886,0.990931988,1,15.182
87,90.105,0,-2051,2036,419,-622,-2637,2192,502,598,-2616,-2028,1954,385,-528,-2831,2128,506,484,-2666,-1.127803445,-0.301390916,0.082118839,0.001043783,-0.000272312,-0.000506198,0.999999285,-1.160635114,-0.303599626,0.266971260,-0.011632742,-0.145512789,-0.006554325,0.989266276,-1.234602928,-0.283729613,0.459936738,-0.136506215,-0.135650888,-0.038234401,0.980562568,-1.285268307,-0.227259412,0.662866354,-0.168827981,-0.089147970,-0.041178513,0.980741680,1,5.945
88,91.129,0,-1715,1722,397,-190,-3041,2164,694,418,-2628,-1818,1723,385,-426,-2995,2128,654,427,-2665,-1.127720952,-0.301307857,0.082106076,0.000474662,-0.000230286,-0.000754487,0.999999642,-1.151211143,-0.300964653,0.269231975,-0.023654452,-0.109735459,-0.008040101,0.993646860,-1.211281896,-0.275760949,0.466610521,-0.145275801,-0.109846666,-0.044625297,0.982261300,-1.250605345,-0.213437110,0.669894636,-0.180785164,-0.063018546,-0.035588186,0.980856240,1,22.178
89,92.153,0,-2052,1742,714,-622,-3015,2570,502,430,-2448,-1987,1717,674,-444,-3048,2405,507,427,-2516,-1.127788544,-0.301233649,0.082116090,0.000136076,-0.000696498,-0.000817616,0.999999404,-1.157714844,-0.292363435,0.267355949,-0.058453102,-0.138314188,-0.008269873,0.988627374,-1.230909467,-0.253929943,0.458220720,-0.179407984,-0.144923508,-0.040119383,0.972214162,-1.283328414,-0.175032347,0.652433455,-0.228857607,-0.099086359,-0.045907449,0.967315137,1,11.948
90,93.177,0,-1716,1591,529,-190,-3210,2333,694,343,-2553,-1887,1587,520,-427,-3211,2359,644,350,-2554,-1.127778172,-0.301264644,0.082102954,0.000100807,-0.000549531,-0.000723205,0.999999642,-1.152413368,-0.294170111,0.268795133,-0.054247402,-0.110583909,-0.005118572,0.992372036,-1.220884442,-0.258827388,0.461920321,-0.168736279,-0.144235298,-0.040713713,0.974200547,-1.275908351,-0.184016615,0.657056212,-0.219892234,-0.106239513,-0.039424360,0.968920231,1,11.109
91,94.201,0,-1723,1262,865,-199,-3633,2765,690,155,-2361,-1793,1273,822,-208,-3555,2538,644,163,-2442,-1.127749920,-0.301175505,0.082123913,-0.000032415,-0.000371152,-0.000609643,0.999999762,-1.146560192,-0.282700211,0.269250691,-0.105386317,-0.096580058,-0.009198574,0.989687502,-1.209057689,-0.235324487,0.462400883,-0.180078685,-0.137813330,-0.023313552,0.973671257,-1.264969468,-0.155457795,0.655381858,-0.238090485,-0.113223158,-0.026901606,0.964245677,1,18.674
92,95.225,0,-1888,1598,694,-411,-3201,2545,596,347,-2459,-1889,1505,684,-409,-3495,2593,600,280,-2461,-1.127797365,-0.301276892,0.082122929,0.000330807,-0.000286281,-0.000413787,0.999999881,-1.152154326,-0.289309502,0.268726736,-0.077150553,-0.108469062,-0.005099304,0.991088510,-1.225620270,-0.252087921,0.460104853,-0.156307563,-0.172101140,-0.031730857,0.972081423,-1.295273066,-0.181070551,0.652177215,-0.218983382,-0.145578459,-0.033647168,0.964220464,1,2.875
93,96.249,0,-1552,1443,513,20,-3401,2314,788,258,-2562,-1651,1440,503,-106,-3400,2319,725,264,-2563,-1.127746463,-0.301268458,0.082102492,0.000165073,-0.000314272,-0.000630146,0.999999762,-1.143659592,-0.294102401,0.270363688,-0.058665417,-0.077722251,-0.006660130,0.995225310,-1.197943687,-0.265660346,0.469673336,-0.132870018,-0.118580610,-0.033191103,0.983454466,-1.246248126,-0.205899596,0.671848178,-0.182918653,-0.091703340,-0.022030696,0.978593886,1,8.171
94,97.273,0,-1276,1502,178,375,-3324,1882,945,293,-2754,-1362,1451,177,272,-3396,1978,875,265,-2755,-1.127699256,-0.301331758,0.082092464,0.000453452,-0.000079170,-0.000572515,0.999999762,-1.134509802,-0.303635001,0.270689040,-0.011400130,-0.024889944,-0.001320669,0.999624372,-1.166028500,-0.302351922,0.477550983,-0.058890879,-0.038960610,-0.007932899,0.997472346,-1.185093284,-0.284558356,0.693176031,-0.071886793,-0.023584237,-0.006061148,0.997115493,1,15.353
95,98.297,0,-1418,1838,-16,194,-2892,1631,865,484,-2865,-1419,1749,-26,192,-3134,1645,870,394,-2866,-1.127716660,-0.301408798,0.082093410,0.000982297,-0.000157142,-0.000372160,0.999999523,-1.139074683,-0.313409537,0.269501984,0.034702998,-0.043885667,-0.002356757,0.998430908,-1.171452999,-0.328408152,0.475900531,-0.025455257,-0.022953190,-0.006096319,0.999393821,-1.181606650,-0.329103768,0.692933977,-0.023848942,-0.000184933,-0.004330091,0.999706209,1,6.204
96,99.321,0,-1082,1656,-170,626,-3127,1434,1057,380,-2953,-1190,1652,-175,435,-3116,1445,981,386,-2953,-1.127692938,-0.301374763,0.082105763,0.000450873,-0.000176341,-0.000365730,0.999999881,-1.130869985,-0.316341907,0.269598931,0.047532786,-0.007389390,0.000175261,0.998842418,-1.144122720,-0.340449691,0.477694780,-0.002176105,0.035482515,0.003393023,0.999362171,-1.131783009,-0.354380071,0.693666875,0.009089755,0.047025587,0.004447693,0.998842537,1,12.617
